Director,Nombre,Nota media,Total de películas,Productora habitual,Beneficio total,Mejor filme,Nota
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/US_Navy_040618-N-6817C-090_Director_Rob_Cohen_visits_with_Commanding_Officer%2C_USS_Abraham_Lincoln_%28CVN_72%29%2C_Capt._Kendall_L._Card%2C_on_the_bridge_after_the_completion_of_filming%2C_the_upcoming_motion_picture_Stealth_%28cropped%29.JPG/220px-thumbnail.jpg),Rob Cohen,5.911111111111111,9,Universal Pictures,781886617,Dragon,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Paul_Feig.jpg/220px-Paul_Feig.jpg),Paul Feig,6.78,5,Twentieth Century Fox,776272639,Spy,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Martin_Scorsese_MFF_2023.jpg/220px-Martin_Scorsese_MFF_2023.jpg),Martin Scorsese,7.6,16,De Fina-Cappa,764106531,Goodfellas,8.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Lasse_Hallstr%C3%B6m.jpg/220px-Lasse_Hallstr%C3%B6m.jpg),Lasse Hallström,6.835714285714285,14,Miramax,762147873,What's Eating Gilbert Grape,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Luc_Besson_by_Gage_Skidmore.jpg/220px-Luc_Besson_by_Gage_Skidmore.jpg),Luc Besson,6.945454545454545,11,EuropaCorp,761725857,Léon: The Professional,8.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Danny_Boyle_May_2019.jpg/220px-Danny_Boyle_May_2019.jpg),Danny Boyle,7.216666666666667,12,Channel Four Films,757841599,Trainspotting,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Peter_Berg_by_Gage_Skidmore.jpg/220px-Peter_Berg_by_Gage_Skidmore.jpg),Peter Berg,6.75,10,Universal Pictures,748406961,Lone Survivor,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Adam-shankman.jpg/220px-Adam-shankman.jpg),Adam Shankman,5.8999999999999995,9,New Line Cinema,738007642,A Walk to Remember,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Rawson_Marshall_Thurber_2018.jpg/220px-Rawson_Marshall_Thurber_2018.jpg),Rawson Marshall Thurber,6.45,4,New Line Cinema,728258850,We're the Millers,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Olivier_Megaton_at_Taken_3_Premiere.png/220px-Olivier_Megaton_at_Taken_3_Premiere.png),Olivier Megaton,6.2,4,EuropaCorp,720119585,Colombiana,6.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Rob_Letterman%2C_SDCC_2014-2_%28cropped%29.jpg/220px-Rob_Letterman%2C_SDCC_2014-2_%28cropped%29.jpg),Rob Letterman,6.05,4,DreamWorks Animation,716075318,Pokémon Detective Pikachu,6.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Phillip_Noyce_by_Gage_Skidmore.jpg/220px-Phillip_Noyce_by_Gage_Skidmore.jpg),Phillip Noyce,6.572727272727273,11,Columbia Pictures,715288654,Rabbit-Proof Fence,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Andy_Tennant_at_Dallas_International_Film_Festival_2011.jpg/220px-Andy_Tennant_at_Dallas_International_Film_Festival_2011.jpg),Andy Tennant,6.225,8,Columbia Pictures,712739817,Ever After: A Cinderella Story,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Peter_Segal_WonderCon2008.jpg/250px-Peter_Segal_WonderCon2008.jpg),Peter Segal,6.26,10,Paramount Pictures,702585680,Tommy Boy,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/David_F._Sandberg_by_Gage_Skidmore_5.jpg/220px-David_F._Sandberg_by_Gage_Skidmore_5.jpg),David F. Sandberg,6.6,3,New Line Cinema,701456375,Shazam!,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Guillermo_del_Toro_2023_%28cropped%29.jpg/220px-Guillermo_del_Toro_2023_%28cropped%29.jpg),Guillermo del Toro,6.977777777777778,9,Double Dare You (DDY),696737435,Pan's Labyrinth,8.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Seth_MacFarlane_SDCC_2017_%2836524516106%29.jpg/220px-Seth_MacFarlane_SDCC_2017_%2836524516106%29.jpg),Seth MacFarlane,6.433333333333334,3,Universal Pictures,694421677,Ted,6.9
![](NA),Brian Levant,5.025,8,Universal Pictures,692970374,Beethoven,5.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Gary_Trousdale.jpg/220px-Gary_Trousdale.jpg),Gary Trousdale,7.3,3,Walt Disney Animation Studios,691360196,Beauty and the Beast,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Betty_Thomas_%28cropped%29.jpg/220px-Betty_Thomas_%28cropped%29.jpg),Betty Thomas,5.742857142857143,7,Columbia Pictures,690333742,Private Parts,6.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Jonathan_Liebesman_by_Gage_Skidmore.jpg/220px-Jonathan_Liebesman_by_Gage_Skidmore.jpg),Jonathan Liebesman,5.75,4,Columbia Pictures,689558597,The Texas Chainsaw Massacre: the Beginning,5.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/David_Slade_2014_Comic_Con_1.jpg/220px-David_Slade_2014_Comic_Con_1.jpg),David Slade,6.233333333333333,3,Columbia Pictures,682076726,Hard Candy,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Alejandro_Gonz%C3%A1lez_I%C3%B1%C3%A1rritu_2014.jpg/220px-Alejandro_Gonz%C3%A1lez_I%C3%B1%C3%A1rritu_2014.jpg),Alejandro G. Iñárritu,7.716666666666667,6,New Regency Productions,677979871,Amores Perros,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Oliver_Stone_by_Gage_Skidmore.jpg/220px-Oliver_Stone_by_Gage_Skidmore.jpg),Oliver Stone,6.929411764705883,17,Warner Bros.,676506935,Platoon,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Antoine_Fuqua_%2829682821190%29.jpg/220px-Antoine_Fuqua_%2829682821190%29.jpg),Antoine Fuqua,6.766666666666667,12,Columbia Pictures,672338690,Training Day,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Barry_Levinson_Shankbone_2009_Tribeca.jpg/220px-Barry_Levinson_Shankbone_2009_Tribeca.jpg),Barry Levinson,6.357142857142857,14,Baltimore Pictures,667647913,Rain Man,8
![](NA),Directors,6.576470588235294,17,Walt Disney Pictures,661423944,Cowboy Bebop: The Movie,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Sylvester_Stallone_Cannes_2019.jpg/220px-Sylvester_Stallone_Cannes_2019.jpg),Sylvester Stallone,6.875,4,Lionsgate,660117420,Rocky Balboa,7.1
![](NA),James Foley,6.055555555555555,9,New Line Cinema,651224195,Glengarry Glen Ross,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Robert_Luketic_%28cropped%29_at_Alamo_Drafthouse_Cinema.jpg/220px-Robert_Luketic_%28cropped%29_at_Alamo_Drafthouse_Cinema.jpg),Robert Luketic,5.985714285714286,7,Columbia Pictures,649452638,21,6.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Nora_Ephron.jpg/220px-Nora_Ephron.jpg),Nora Ephron,6.066666666666666,6,Columbia Pictures,640255404,Julie & Julia,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/John_McTiernan_Deauville_2014_3.jpg/220px-John_McTiernan_Deauville_2014_3.jpg),John McTiernan,6.67,10,Twentieth Century Fox,627934655,Die Hard,8.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Paul_Verhoeven_Cannes_2016.jpg/220px-Paul_Verhoeven_Cannes_2016.jpg),Paul Verhoeven,6.7875,8,Carolco Pictures,626724845,Black Book,7.7
![](NA),Simon West,6.0625,8,Lionsgate,625743779,Con Air,6.9
![](NA),Garth Jennings,6.933333333333334,3,Dentsu,624558249,Sing,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Chris_Wedge_2014.jpg/220px-Chris_Wedge_2014.jpg),Chris Wedge,6.55,4,Twentieth Century Fox Animation,619689175,Ice Age,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Coen_brothers_Cannes_2015_2_%28CROPPED%29.jpg/220px-Coen_brothers_Cannes_2015_2_%28CROPPED%29.jpg),Ethan Coen,7.114285714285714,7,Focus Features,617634010,No Country for Old Men,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Michael_Apted_at_the_72nd_Annual_Peabody_Awards_%28cropped%29.jpg/220px-Michael_Apted_at_the_72nd_Annual_Peabody_Awards_%28cropped%29.jpg),Michael Apted,6.5,9,Fox 2000 Pictures,613354301,Chasing Mavericks,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/David_O._Russell_avp_2014.jpg/220px-David_O._Russell_avp_2014.jpg),David O. Russell,7.1,7,Closest to the Hole Productions,612458571,The Fighter,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Baz_Luhrmann%2C_%2852123943853%29.jpg/220px-Baz_Luhrmann%2C_%2852123943853%29.jpg),Baz Luhrmann,7.06,5,Twentieth Century Fox,610169698,Moulin Rouge!,7.6
![](NA),Andrew Davis,6.4875,8,Warner Bros.,605818778,The Fugitive,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/David_Frankel_Masterclass_%286350678401%29_%28cropped%29.jpg/220px-David_Frankel_Masterclass_%286350678401%29_%28cropped%29.jpg),David Frankel,6.683333333333334,6,Fox 2000 Pictures,602338389,Marley & Me,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Jaume_Collet-Serra_%28cropped%29.jpg/220px-Jaume_Collet-Serra_%28cropped%29.jpg),Jaume Collet-Serra,6.4714285714285715,7,Dark Castle Entertainment,598802790,Orphan,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Frank_Coraci_and_Kate_Beckinsale_cropped_%28cropped%29.jpg/220px-Frank_Coraci_and_Kate_Beckinsale_cropped_%28cropped%29.jpg),Frank Coraci,6.2,7,Columbia Pictures,597610395,The Wedding Singer,6.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Jerry_Zucker_%28cropped%29.jpg/220px-Jerry_Zucker_%28cropped%29.jpg),Jerry Zucker,6.5,3,Paramount Pictures,593802526,Ghost,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/OIFF_2015-07-17_193547_-_Darren_Aronofsky.jpg/220px-OIFF_2015-07-17_193547_-_Darren_Aronofsky.jpg),Darren Aronofsky,7.3,7,Paramount Pictures,591369352,Requiem for a Dream,8.3
![](NA),Nicholas Stoller,6.4,6,Universal Pictures,590784071,Forgetting Sarah Marshall,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Phil_Lord_%26_Christopher_Miller_by_Gage_Skidmore.jpg/300px-Phil_Lord_%26_Christopher_Miller_by_Gage_Skidmore.jpg),Phil Lord,7.033333333333333,3,Columbia Pictures,583925330,21 Jump Street,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Robert_Schwentke_%282018%29.jpg/220px-Robert_Schwentke_%282018%29.jpg),Robert Schwentke,6.4714285714285715,7,Summit Entertainment,577508382,The Captain,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/McG_at_WonderCon_2009_1.JPG/220px-McG_at_WonderCon_2009_1.JPG),McG,6.1,6,Columbia Pictures,576931207,We Are Marshall,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Rob_Reiner_MFF_2016.jpg/220px-Rob_Reiner_MFF_2016.jpg),Rob Reiner,6.928571428571429,14,Castle Rock Entertainment,562710766,Stand by Me,8.1
![](NA),Chuck Russell,6.02,5,Kopelson Entertainment,556200829,The Mask,6.9
![](NA),Mark Waters,6.15,8,Paramount Pictures,554995304,Mean Girls,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/WGpix.jpg/220px-WGpix.jpg),Will Gluck,6.3,5,Screen Gems,553517246,Easy A,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/PeterWeirApr2011.jpg/200px-PeterWeirApr2011.jpg),Peter Weir,7.275,8,Paramount Pictures,549766362,Dead Poets Society,8.1
![](NA),D.J. Caruso,6.328571428571428,7,Dreamworks Pictures,546948553,The Salton Sea,7.1
![](NA),George Miller,6.45,8,Warner Bros.,539980400,Mad Max: Fury Road,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Adam_McKay-7784_%28cropped%29.jpg/220px-Adam_McKay-7784_%28cropped%29.jpg),Adam McKay,6.942857142857143,7,Columbia Pictures,534302884,The Big Short,7.8
![](NA),Adrian Lyne,6.666666666666667,6,Paramount Pictures,533823564,Jacob's Ladder,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/AnneFletcherMay09.jpg/220px-AnneFletcherMay09.jpg),Anne Fletcher,6.04,5,Touchstone Pictures,530472051,The Proposal,6.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Sydney_Pollack.jpg/220px-Sydney_Pollack.jpg),Sydney Pollack,6.38,5,Columbia Pictures,513988145,Out of Africa,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Rob_Minkoff.jpg/220px-Rob_Minkoff.jpg),Rob Minkoff,5.9799999999999995,5,Columbia Pictures,513872889,Mr. Peabody & Sherman,6.8
![](NA),Kevin Reynolds,6.766666666666667,6,Icon Entertainment International,512653834,The Count of Monte Cristo,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Damien_Chazelle_%28cropped%29.jpg/220px-Damien_Chazelle_%28cropped%29.jpg),Damien Chazelle,7.933333333333334,3,Bold Films,511716830,Whiplash,8.5
![](NA),Tim Hill,5.475,4,Fox 2000 Pictures,507956273,Muppets from Space,6.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Seth_Gordon_at_PaleyFest_Fall_TV_Previews_2014.jpg/220px-Seth_Gordon_at_PaleyFest_Fall_TV_Previews_2014.jpg),Seth Gordon,5.925,4,New Line Cinema,506773041,Horrible Bosses,6.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Jonathan_Demme_%28May_2015_small%29.JPG/220px-Jonathan_Demme_%28May_2015_small%29.JPG),Jonathan Demme,6.942857142857143,7,Armian Pictures,503640294,The Silence of the Lambs,8.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Woody_Allen_Cannes_2016.jpg/220px-Woody_Allen_Cannes_2016.jpg),Woody Allen,6.954545454545454,33,Jack Rollins & Charles H. Joffe Productions,502327493,Hannah and Her Sisters,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/John_Madden_%28Higher_Quality%29.jpg/220px-John_Madden_%28Higher_Quality%29.jpg),John Madden,6.788888888888889,9,Blueprint Pictures,500364482,Miss Sloane,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Wes_Craven_2010.jpg/220px-Wes_Craven_2010.jpg),Wes Craven,5.83,10,Dimension Films,499188191,Scream,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/2024-03-08_SXSW-2024_comedy-directors_3.jpg/220px-2024-03-08_SXSW-2024_comedy-directors_3.jpg),Judd Apatow,6.54,5,Universal Pictures,496897246,The 40-Year-Old Virgin,7.1
![](NA),Walt Becker,5.625,4,Fox 2000 Pictures,493453242,Van Wilder,6.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/LenWisemanJune07.jpg/220px-LenWisemanJune07.jpg),Len Wiseman,6.75,4,Lakeshore Entertainment,486808149,Live Free or Die Hard,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Keenen_Ivory_Wayans_%2833906703098%29_%28cropped%29.jpg/220px-Keenen_Ivory_Wayans_%2833906703098%29_%28cropped%29.jpg),Keenen Ivory Wayans,5.64,5,Dimension Films,481374701,I'm Gonna Git You Sucka,6.6
![](https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Emile_Ardolino_at_the_Academy_Awards.jpg/220px-Emile_Ardolino_at_the_Academy_Awards.jpg),Emile Ardolino,6.35,4,Touchstone Pictures,481070303,Dirty Dancing,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Curtis_Hanson.JPG/220px-Curtis_Hanson.JPG),Curtis Hanson,7,6,Fox 2000 Pictures,480769105,L.A. Confidential,8.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Mike_Nichols.jpg/220px-Mike_Nichols.jpg),Mike Nichols,6.777777777777778,9,Columbia Pictures,477052823,Closer,7.2
![](NA),Paul Weitz,6.28,5,Universal Pictures,476345260,American Pie,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Roger_Donaldson_ONZM_%28cropped%29.jpg/220px-Roger_Donaldson_ONZM_%28cropped%29.jpg),Roger Donaldson,6.5,11,Orion Pictures,474762695,The World's Fastest Indian,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/BrianDePalma09TIFF.jpg/220px-BrianDePalma09TIFF.jpg),Brian De Palma,6.409090909090909,11,Paramount Pictures,456607767,The Untouchables,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Larry_Charles_TIFF_2008_-_Religulous.jpg/220px-Larry_Charles_TIFF_2008_-_Religulous.jpg),Larry Charles,6.5,3,Everyman Pictures,455738257,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Chad_Stahelski.jpg/220px-Chad_Stahelski.jpg),Chad Stahelski,7.433333333333334,3,Summit Entertainment,449911292,John Wick: Chapter 2,7.5
![](NA),Mick Jackson,6.3,4,BBC Films,445686816,L.A. Story,6.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/John_Singleton_2013.jpg/220px-John_Singleton_2013.jpg),John Singleton,6.325,8,Columbia Pictures,432655843,Boyz n the Hood,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Morten_Tyldum_Fade_In_00.58_%28cropped%29.jpg/220px-Morten_Tyldum_Fade_In_00.58_%28cropped%29.jpg),Morten Tyldum,7.5,3,Black Bear Pictures,431662304,The Imitation Game,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Sean_Anders_on_The_MacGuffin.jpg/220px-Sean_Anders_on_The_MacGuffin.jpg),Sean Anders,6.3,6,Paramount Pictures,430076548,Instant Family,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/David_Zucker_at_Improv_Boston.jpg/220px-David_Zucker_at_Improv_Boston.jpg),David Zucker,6.05,6,Dimension Films,422840720,The Naked Gun: from the Files of Police Squad!,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Bousman%2C_Darren_Lynn_%282009%29.jpg/220px-Bousman%2C_Darren_Lynn_%282009%29.jpg),Darren Lynn Bousman,6.325,4,Twisted Pictures,419663539,Saw II,6.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Amy_Heckerling.jpg/220px-Amy_Heckerling.jpg),Amy Heckerling,5.78,5,TriStar Pictures,412689786,Clueless,6.8
![](NA),Brad Silberling,6.3,5,Universal Pictures,410870147,A Series of Unfortunate Events,6.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/NickCassavetesJune09.jpg/220px-NickCassavetesJune09.jpg),Nick Cassavetes,7.04,5,New Line Cinema,409836323,The Notebook,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/NeillBlomkampCCJuly09.jpg/220px-NeillBlomkampCCJuly09.jpg),Neill Blomkamp,7.1,3,TriStar Pictures,405841539,District 9,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Alex_Proyas_at_SDCC_2011_%285967418430%29.jpg/220px-Alex_Proyas_at_SDCC_2011_%285967418430%29.jpg),Alex Proyas,6.575,4,Crowvision Inc.,405166389,The Crow,7.6
![](NA),John Moore,5.72,5,Twentieth Century Fox,401470783,Behind Enemy Lines,6.4
![](NA),Steve Carr,5.38,5,Twentieth Century Fox,401105982,Next Friday,6.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/CFC_In_LA_2012_19_%286962385999%29_%28Jason_Reitman_cropped%29.jpg/220px-CFC_In_LA_2012_19_%286962385999%29_%28Jason_Reitman_cropped%29.jpg),Jason Reitman,7.042857142857143,7,Paramount Pictures,401095656,Thank You for Smoking,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Roger_Michell_2019.jpg/220px-Roger_Michell_2019.jpg),Roger Michell,6.525,4,Bad Robot,401066586,Notting Hill,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Denis_Villeneuve_by_Gage_Skidmore.jpg/220px-Denis_Villeneuve_by_Gage_Skidmore.jpg),Denis Villeneuve,7.8,6,Alcon Entertainment,400489687,Incendies,8.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Duncan_Jones_by_Gage_Skidmore_3.jpg/220px-Duncan_Jones_by_Gage_Skidmore_3.jpg),Duncan Jones,7.366666666666666,3,Legendary Entertainment,399141718,Moon,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Rebecca_Gibney%2C_Pj_Hogan%2C_Deborah_Mailman_%287999301559%29.jpg/220px-Rebecca_Gibney%2C_Pj_Hogan%2C_Deborah_Mailman_%287999301559%29.jpg),P.J. Hogan,6.55,4,CiBy 2000,398139982,Muriel's Wedding,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Bong_Joon-ho_2017.jpg/220px-Bong_Joon-ho_2017.jpg),Bong Joon Ho,7.739999999999999,5,CJ Entertainment,395066502,Parasite,8.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Renny_Harlin_by_Gage_Skidmore.jpg/220px-Renny_Harlin_by_Gage_Skidmore.jpg),Renny Harlin,5.7846153846153845,13,New Line Cinema,391099244,Die Hard 2,7.1
![](NA),Andy Fickman,5.716666666666667,6,Walt Disney Pictures,388877177,She's the Man,6.3
![](https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Anthony_Minghella.jpg/220px-Anthony_Minghella.jpg),Anthony Minghella,7.333333333333334,3,Miramax,387789443,The English Patient,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Harald_Zwart.jpg/220px-Harald_Zwart.jpg),Harald Zwart,5.78,5,Metro-Goldwyn-Mayer (MGM),386921729,The Karate Kid,6.2
![](NA),Rupert Wyatt,6.533333333333333,3,Paramount Pictures,386890476,Rise of the Planet of the Apes,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Kevin_Costner_2016.jpg/220px-Kevin_Costner_2016.jpg),Kevin Costner,7.166666666666667,3,Tig Productions,386131375,Dances with Wolves,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Joe_Kosinski_by_Gage_Skidmore.jpg/220px-Joe_Kosinski_by_Gage_Skidmore.jpg),Joseph Kosinski,7.133333333333333,3,Columbia Pictures,384583746,Only the Brave,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Tate_Taylor_by_Ken_Kochey.jpg/220px-Tate_Taylor_by_Ken_Kochey.jpg),Tate Taylor,6.75,4,Blumhouse Productions,379379686,The Help,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Jim_Abrahams%2C_2015.jpg/220px-Jim_Abrahams%2C_2015.jpg),Jim Abrahams,6.46,5,Touchstone Pictures,372513654,Ruthless People,6.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Zhang_Yimou_from_%22Full_River_Red%22_at_Red_Carpet_of_the_Tokyo_International_Film_Festival_2023_%2853347207442%29_%28cropped%29.jpg/220px-Zhang_Yimou_from_%22Full_River_Red%22_at_Red_Carpet_of_the_Tokyo_International_Film_Festival_2023_%2853347207442%29_%28cropped%29.jpg),Yimou Zhang,7.4714285714285715,7,Beijing New Picture Film,371553743,To Live,8.3
![](NA),Kevin Lima,6.266666666666667,3,Walt Disney Pictures,371448204,Enchanted,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Mimi_Leder_at_the_75th_Annual_Peabody_Awards_for_The_Leftovers.jpg/220px-Mimi_Leder_at_the_75th_Annual_Peabody_Awards_for_The_Leftovers.jpg),Mimi Leder,6.625,4,Alibaba Pictures,369391115,Pay It Forward,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Catherine_Hardwicke_%26_Madison.JPG/220px-Catherine_Hardwicke_%26_Madison.JPG),Catherine Hardwicke,6.366666666666666,3,Columbia Pictures,367971332,Lords of Dogtown,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Neil_Burger.png/220px-Neil_Burger.png),Neil Burger,7.066666666666666,3,Bull's Eye Entertainment,363634386,The Illusionist,7.6
![](https://upload.wikimedia.org/wikipedia/commons/1/1c/Gabriele_Muccino.jpeg),Gabriele Muccino,7.1,3,Columbia Pictures,362838889,The Pursuit of Happyness,8
![](NA),Jonathan Mostow,6.525,4,C-2 Pictures,355641443,Breakdown,6.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Michael_Mann_SDCC_2014.jpg/220px-Michael_Mann_SDCC_2014.jpg),Michael Mann,7.066666666666666,9,Universal Pictures,355458209,Heat,8.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Timur_Bekmambetov_by_Gage_Skidmore.jpg/220px-Timur_Bekmambetov_by_Gage_Skidmore.jpg),Timur Bekmambetov,6.175000000000001,4,Abraham Productions,355132233,Wanted,6.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/James-Bobin_Alice_Through_the_Looking_Glass_premiere.jpg/220px-James-Bobin_Alice_Through_the_Looking_Glass_premiere.jpg),James Bobin,6.45,4,Walt Disney Pictures,351070783,The Muppets,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Pedro_Almod%C3%B3var_at_Premios_Goya_2017_1_%28cropped_3%29.jpg/220px-Pedro_Almod%C3%B3var_at_Premios_Goya_2017_1_%28cropped_3%29.jpg),Pedro Almodóvar,7.307142857142857,14,El Deseo,347079424,All About My Mother,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/John_Landis_Bologna.jpg/220px-John_Landis_Bologna.jpg),John Landis,6.214285714285714,7,Paramount Pictures,345473268,Coming to America,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Donald_Petrie.jpg/220px-Donald_Petrie.jpg),Donald Petrie,5.87,10,26 Films,341745211,Grumpy Old Men,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/John_Hancock_and_Dog_%28cropped%29.jpg/220px-John_Hancock_and_Dog_%28cropped%29.jpg),John Lee Hancock,7.04,5,98 MPH Productions,339711036,The Blind Side,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Kelly_Asbury_Photo_Select_%28cropped%29.jpg/220px-Kelly_Asbury_Photo_Select_%28cropped%29.jpg),Kelly Asbury,6.366666666666667,3,DreamWorks Animation,337714755,Spirit: Stallion of the Cimarron,7.2
![](NA),David Dobkin,6.5,6,Warner Bros.,336293392,The Judge,7.4
